product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Authentic Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,120.0,600,800,250,synthetic_benchmark
Handcrafted Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,720.0,1850,2150,1100,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1580.0,4600,6050,2300,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,380.0,1100,1400,650,synthetic_benchmark
Deluxe Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,920.0,2150,2750,1400,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,330.0,1000,1300,550,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,520.0,1250,1500,850,synthetic_benchmark
Classic Sandalwood Carved Incense Stick Holder,Woodwork,230.0,950,1200,400,synthetic_benchmark
Vintage Handmade Crocheted Cotton Baby Blanket,Embroidery,490.0,1700,2100,800,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,180.0,700,850,350,synthetic_benchmark
Exquisite Organic Handloom Linen Scarf with Tassels,Handloom Textile,1540.0,4350,5250,2250,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1100.0,3200,3800,1650,synthetic_benchmark
Vintage Hand-Embroidered Chikankari Cotton Kurti,Embroidery,920.0,1850,2100,1400,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,400.0,1250,1700,650,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,340.0,750,850,600,synthetic_benchmark
Premium Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,930.0,2950,3650,1400,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,960.0,2000,2650,1450,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1810.0,5700,7200,2650,synthetic_benchmark
Exquisite Pochampally Ikat Handwoven Saree,Handloom Textile,3430.0,9500,11800,4900,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2410.0,5650,6650,3450,synthetic_benchmark
Eco-Friendly Traditional Jamdani Cotton Saree,Handloom Textile,2840.0,6100,7450,4100,synthetic_benchmark
Artisan Authentic Kanjivaram Silk Festive Saree,Handloom Textile,2660.0,6400,8300,3800,synthetic_benchmark
Artisan Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,480.0,1600,2100,750,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1460.0,3500,4100,2150,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1480.0,3200,4000,2150,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1280.0,2650,2950,1900,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1360.0,3050,4000,2000,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1020.0,2550,2850,1550,synthetic_benchmark
Classic 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,360.0,850,1100,600,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,970.0,2550,3350,1450,synthetic_benchmark
Authentic Terracotta Handpainted Statement Jewelry Set,Jewelry,2270.0,8350,10600,3300,synthetic_benchmark
Handcrafted Handmade Brass Diya Oil Lamp Hanging,Metalwork,1750.0,4000,5050,2550,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,2770.0,5150,6000,4000,synthetic_benchmark
Authentic Pochampally Ikat Handwoven Saree,Handloom Textile,3110.0,9500,11600,4450,synthetic_benchmark
Artisan Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,330.0,950,1100,550,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1210.0,4200,4800,1800,synthetic_benchmark
Exquisite Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,300.0,950,1100,500,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,470.0,1250,1600,750,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1050.0,2250,3000,1550,synthetic_benchmark
Handcrafted Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,200.0,700,850,400,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,920.0,3250,4050,1400,synthetic_benchmark
Custom Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,760.0,2200,2500,1150,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2070.0,6550,8650,3000,synthetic_benchmark
Artisan Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1320.0,2750,3050,1950,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,330.0,1000,1300,550,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1880.0,5850,7050,2750,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,500.0,1200,1500,800,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,960.0,3450,4150,1450,synthetic_benchmark
Authentic Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1410.0,3450,4400,2050,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,440.0,1350,1500,700,synthetic_benchmark
Exquisite Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2400.0,6000,7300,3450,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1810.0,3750,4600,2650,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,260.0,650,800,450,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,2490.0,5850,6800,3600,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1490.0,3500,4650,2200,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,1000.0,2300,2750,1500,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,720.0,1650,2050,1100,synthetic_benchmark
Eco-Friendly Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,90.0,400,450,250,synthetic_benchmark
Authentic Handmade Brass Diya Oil Lamp Hanging,Metalwork,1610.0,4150,5250,2350,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,870.0,2300,2850,1300,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,180.0,800,1000,350,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,340.0,950,1250,600,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1010.0,3100,3400,1500,synthetic_benchmark
Handmade Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,80.0,350,400,200,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,800.0,1800,2200,1200,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,480.0,1250,1500,750,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,790.0,1850,2150,1200,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1900.0,6700,7950,2750,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,970.0,2850,3700,1450,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,170.0,900,1050,350,synthetic_benchmark
Traditional Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,840.0,2850,3500,1300,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,490.0,1950,2350,800,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,730.0,1650,1950,1100,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1400.0,5200,6550,2050,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,1020.0,2550,2900,1550,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1640.0,5100,5650,2400,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,100.0,350,400,250,synthetic_benchmark
Vintage Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,150.0,450,600,300,synthetic_benchmark
Exquisite Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1640.0,4700,5650,2400,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,450.0,1200,1500,750,synthetic_benchmark
Traditional Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,220.0,900,1000,400,synthetic_benchmark
Handmade Hand-Embroidered Chikankari Cotton Kurti,Embroidery,770.0,1800,2000,1200,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2130.0,5650,6850,3100,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,560.0,1000,1250,900,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1480.0,2450,3150,2150,synthetic_benchmark
Handmade Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1280.0,3400,3800,1900,synthetic_benchmark
Traditional Carved Sheesham Wood Elephant Figurine,Woodwork,180.0,850,950,350,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,990.0,2500,2850,1500,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,210.0,650,850,400,synthetic_benchmark
Exquisite Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,180.0,700,850,350,synthetic_benchmark
Eco-Friendly Earthen Clay Cooking Handi Pot,Pottery & Clay,70.0,450,500,200,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1250.0,2650,3400,1850,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,240.0,900,1050,450,synthetic_benchmark
Handcrafted Handmade Brass Meenakari Enamel Bangles Set,Jewelry,560.0,2050,2700,900,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,200.0,500,600,400,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,590.0,1750,2300,950,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1250.0,3600,4000,1850,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,280.0,1200,1350,500,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2330.0,8500,10000,3350,synthetic_benchmark
Classic Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,1500.0,3450,4600,2200,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,660.0,2200,2800,1000,synthetic_benchmark
Handcrafted Carved Sheesham Wood Elephant Figurine,Woodwork,950.0,2300,2650,1450,synthetic_benchmark
Handmade Khadi Cotton Handloom Kurta for Men,Handloom Textile,960.0,2850,3750,1450,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,310.0,950,1150,550,synthetic_benchmark
Traditional 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,330.0,600,800,550,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,880.0,1900,2350,1350,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,340.0,850,1150,600,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,530.0,1300,1750,850,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,790.0,1950,2300,1200,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1990.0,5200,6050,2900,synthetic_benchmark
Deluxe 100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,940.0,2050,2450,1400,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,150.0,600,800,300,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1760.0,4050,4550,2550,synthetic_benchmark
Handcrafted Organic Handloom Linen Scarf with Tassels,Handloom Textile,1900.0,5450,7300,2750,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,330.0,850,950,550,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1350.0,4300,5500,2000,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,920.0,2400,3150,1400,synthetic_benchmark
Custom Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,440.0,1400,1750,700,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1630.0,3450,4100,2400,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,140.0,650,850,300,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2090.0,6900,8600,3050,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1950.0,5550,6900,2850,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1140.0,3550,4500,1700,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,240.0,950,1150,450,synthetic_benchmark
Traditional Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,310.0,950,1150,550,synthetic_benchmark
Custom USB-C to Lightning Braided Fast Sync Cable,Electronics,320.0,900,1050,550,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,870.0,2300,3100,1300,synthetic_benchmark
Deluxe Handmade Wooden Coaster Set of 6 with Stand,Woodwork,1030.0,3400,3900,1550,synthetic_benchmark
Artisan Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,180.0,700,800,350,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,880.0,2100,2300,1350,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,260.0,950,1300,450,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,530.0,1800,2000,850,synthetic_benchmark
Handcrafted Carved Sheesham Wood Elephant Figurine,Woodwork,490.0,1450,1900,800,synthetic_benchmark
Custom 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,1200.0,3200,4300,1800,synthetic_benchmark
Handcrafted Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,600.0,1800,2150,950,synthetic_benchmark
Deluxe Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,740.0,2300,3000,1150,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,180.0,650,850,350,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2120.0,4300,5800,3050,synthetic_benchmark
Artisan Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1080.0,3250,4150,1600,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,530.0,1450,1900,850,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,610.0,1500,1850,950,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,1210.0,2450,3250,1800,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1950.0,5750,6400,2850,synthetic_benchmark
Authentic Noise Cancelling Over-Ear Studio Headphones,Electronics,400.0,750,950,650,synthetic_benchmark
Handcrafted Handmade Brass Meenakari Enamel Bangles Set,Jewelry,610.0,2100,2500,950,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2060.0,7600,8850,3000,synthetic_benchmark
Authentic Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1040.0,4050,5150,1550,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1810.0,6850,8700,2650,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,340.0,1000,1200,600,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,780.0,1900,2500,1200,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,860.0,3100,3800,1300,synthetic_benchmark
Artisan Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,260.0,800,1000,450,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2110.0,4200,5300,3050,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,190.0,550,650,350,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,3490.0,8350,9950,5000,synthetic_benchmark
Vintage Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,90.0,250,350,250,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,550.0,1600,2100,850,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1280.0,3700,4250,1900,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,260.0,850,1050,450,synthetic_benchmark
Authentic Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,210.0,600,700,400,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,700.0,2400,2700,1100,synthetic_benchmark
Custom Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,200.0,650,850,400,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,320.0,850,1000,550,synthetic_benchmark
Exquisite Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,480.0,1300,1450,750,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,330.0,1000,1250,550,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,220.0,800,1050,400,synthetic_benchmark
Handcrafted Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,380.0,950,1250,650,synthetic_benchmark
Deluxe Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,920.0,2500,3300,1400,synthetic_benchmark
Classic Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,200.0,550,650,400,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2640.0,6200,7850,3800,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,1170.0,4150,5550,1750,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1460.0,3400,4450,2150,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,560.0,1400,1550,900,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,310.0,800,1000,550,synthetic_benchmark
Handmade Terracotta Handpainted Statement Jewelry Set,Jewelry,1260.0,2700,3500,1850,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,400.0,1000,1200,650,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,1680.0,6350,7250,2450,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,530.0,1750,2350,850,synthetic_benchmark
Exquisite Hand-Beaten Brass Dining Platter Thali Set,Metalwork,670.0,2300,2900,1050,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1480.0,2750,3100,2150,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,300.0,900,1200,500,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,680.0,1700,2050,1050,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,230.0,700,800,400,synthetic_benchmark
Authentic Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1600.0,5050,6700,2350,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2780.0,6050,7000,4000,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,860.0,1700,2050,1300,synthetic_benchmark
Exquisite Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1390.0,3850,4900,2050,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,350.0,1000,1100,600,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,460.0,1500,1800,750,synthetic_benchmark
Exquisite Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,470.0,1650,1950,750,synthetic_benchmark
Vintage Authentic Kanjivaram Silk Festive Saree,Handloom Textile,3360.0,6800,8600,4800,synthetic_benchmark
Khadi Cotton Handloom Kurta for Men,Handloom Textile,3240.0,9200,12000,4650,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,350.0,750,950,600,synthetic_benchmark
Traditional Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,120.0,450,550,250,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1080.0,3050,3550,1600,synthetic_benchmark
